line,page,dates,month,day,year,time,plot,mass,svl,tl,sex,gravid,group,clutch,color,recap,mark,id,damage
1269,41,9/27/08,9,27,2008,N,5,0.564,31,64,U,N,U,NA,R,NA,NA,NA,N
261,9,5/31/08,5,31,2008,N,5,0.611,31,61,U,N,U,NA,R,NA,NA,101,Y
704,22,6/10/08,6,10,2008,N,3,0.682,31,65,U,N,U,NA,R,NA,NA,496,Y
505,16,6/4/08,6,4,2008,N,3,0.75,31,61,U,N,U,NA,R,NA,NA,313,Y
236,8,5/27/08,5,27,2008,N,5,0.753,31,54,U,N,U,NA,R,NA,NA,79,N
2323,75,5/29/09,5,29,2009,N,5,0.316,32,41,U,N,U,NA,R,NA,NA,1756,N
1122,36,9/9/08,9,9,2008,N,4,0.324,32,53,U,N,U,NA,R,NA,NA,NA,N
1885,61,4/22/09,4,22,2009,N,3,0.332,32,59,U,N,U,NA,L,NA,NA,NA,N
2350,75,5/29/09,5,29,2009,N,4,0.336,32,47,U,N,U,NA,R,NA,NA,1779,Y
2159,69,5/9/09,5,9,2009,N,5,0.342,32,40,U,N,U,NA,R,NA,NA,NA,Y
1207,39,9/14/08,9,14,2008,N,3,0.343,32,46,U,N,U,NA,R,NA,NA,NA,N
2413,78,5/29/09,5,29,2009,N,9,0.347,32,53,U,N,U,NA,R,NA,NA,1787,N
1098,34,9/9/08,9,9,2008,N,4,0.348,32,54,U,N,U,NA,R,NA,NA,NA,N
2637,85,6/14/09,6,14,2009,N,4,0.349,32,50,U,N,U,NA,R,NA,NA,NA,Y
2960,94,5/17/11,5,17,2011,N,3,0.352,32,46,U,N,U,NA,R,N,NA,2217,Y
3061,97,5/20/11,5,20,2011,N,4,0.353,32,35,U,N,U,NA,R,N,NA,2337,Y
1246,40,9/27/08,9,27,2008,N,9,0.354,32,50,U,N,U,NA,R,NA,NA,NA,N
1960,63,4/22/09,4,22,2009,N,4,0.355,32,53,U,N,U,NA,R,NA,NA,NA,Y
2094,68,5/7/09,5,7,2009,N,3,0.355,32,45,U,N,U,NA,R,NA,NA,NA,Y
2067,67,5/7/09,5,7,2009,N,1,0.359,32,39,U,N,U,NA,R,NA,NA,1479,Y
151,5,5/21/08,5,21,2008,N,3,0.359,32,59,U,N,U,NA,R,NA,NA,8,N
38,2,5/17/08,5,17,2008,D,3,0.361,32,48,U,N,U,NA,R,NA,NA,NA,Y
1138,36,9/9/08,9,9,2008,N,4,0.363,32,57,U,N,U,NA,R,NA,NA,NA,N
2243,72,5/14/09,5,14,2009,N,4,0.363,32,55,U,N,U,NA,R,NA,NA,1571,N
1930,63,4/22/09,4,22,2009,N,9,0.364,32,56,U,N,U,NA,R,NA,NA,NA,N
2885,92,5/7/11,5,7,2011,N,3,0.365,32,40,U,N,U,NA,R,N,NA,2142,Y
2102,68,5/7/09,5,7,2009,N,9,0.368,32,51,U,N,U,NA,R,NA,NA,NA,Y
2604,84,6/12/09,6,12,2009,N,3,0.368,32,54,U,N,U,NA,R,NA,NA,NA,N
2522,81,6/9/09,6,9,2009,N,5,0.372,32,41,U,N,U,NA,R,NA,NA,1830,Y
1532,50,11/6/08,11,6,2008,N,9,0.372,32,55,U,N,U,NA,R,NA,NA,1147,N
2876,92,5/7/11,5,7,2011,N,5,0.377,32,57,U,N,U,NA,R,Y,RXGG,2133,N
2502,81,6/9/09,6,9,2009,N,7,0.378,32,55,U,N,U,NA,R,NA,NA,1814,N
177,6,5/22/08,5,22,2008,D,4,0.378,32,45,U,N,U,NA,R,NA,NA,23,Y
2147,69,5/9/09,5,9,2009,N,7,0.38,32,54,U,N,U,NA,R,NA,NA,NA,Y
1924,62,4/22/09,4,22,2009,N,9,0.38,32,60,U,N,U,NA,R,NA,NA,NA,N
2447,76,5/28/09,5,28,2009,N,9,0.382,32,54,U,N,U,NA,R,NA,NA,1692,Y
3152,100,5/14/09,5,14,2009,N,T1,0.384,32,60,U,N,U,NA,R,N,NA,1598,N
2813,90,5/4/11,5,4,2011,N,4,0.385,32,53,U,N,U,NA,R,N,NA,2070,Y
2737,87,10/24/09,10,24,2009,N,T,0.387,32,52,U,N,U,NA,R,NA,NA,2034,Y
2452,76,5/29/09,5,29,2009,N,5,0.388,32,57,U,N,U,NA,R,NA,NA,1752,N
1394,45,10/16/08,10,16,2008,N,5,0.388,32,55,U,N,U,NA,R,NA,NA,1004,N
2736,87,10/24/09,10,24,2009,N,T,0.391,32,55,U,N,U,NA,R,NA,NA,2033,N
1488,49,11/1/08,11,1,2008,D,9,0.391,32,57,U,N,U,NA,R,NA,NA,1064,N
114,4,5/21/08,5,21,2008,N,4,0.391,32,58,U,N,U,NA,R,NA,NA,NA,N
2178,70,5/9/09,5,9,2009,N,9,0.392,32,58,U,N,U,NA,R,NA,NA,NA,N
2120,68,5/7/09,5,7,2009,N,3,0.392,32,58,U,N,U,NA,R,NA,NA,NA,N
1454,47,10/28/08,10,28,2008,N,5,0.393,32,52,U,N,U,NA,R,NA,NA,1109,N
1252,40,9/28/08,9,28,2008,N,9,0.394,32,58,U,N,U,NA,R,NA,NA,NA,N
3021,96,5/20/11,5,20,2011,N,9,0.396,32,57,U,N,U,NA,R,N,NA,2278,N
1684,55,11/15/08,11,15,2008,N,7,0.397,32,50,U,N,U,NA,R,NA,NA,1212,Y
1995,65,5/5/09,5,5,2009,N,5,0.398,32,50,U,N,U,NA,R,NA,NA,1441,Y
1309,42,9/28/08,9,28,2008,N,5,0.398,32,49,U,N,U,NA,R,NA,NA,NA,Y
2346,75,5/29/09,5,29,2009,N,4,0.398,32,53,U,N,U,NA,R,NA,NA,1772,N
2445,76,5/28/09,5,28,2009,N,9,0.4,32,50,U,N,U,NA,R,NA,NA,1725,Y
133,5,5/21/08,5,21,2008,N,5,0.401,32,55,U,N,U,NA,R,NA,NA,5,N
3120,99,5/23/11,5,23,2011,N,4,0.402,32,55,U,N,U,NA,R,N,NA,2396,N
2645,85,6/19/09,6,19,2009,N,3,0.403,32,57,U,N,U,NA,R,NA,NA,1882,N
1699,55,11/15/08,11,15,2008,N,7,0.405,32,53,U,N,U,NA,R,NA,NA,1227,Y
719,23,6/15/08,6,15,2008,N,7,0.407,32,38,U,N,U,NA,R,NA,NA,510,N
2172,70,5/9/09,5,9,2009,N,9,0.408,32,51,U,N,U,NA,R,NA,NA,NA,Y
1459,47,10/28/08,10,28,2008,N,5,0.408,32,57,U,N,U,NA,R,NA,NA,1063,N
2772,88,5/4/11,5,4,2011,N,7,0.409,32,61,U,N,U,NA,R,N,NA,2029,N
1391,45,10/16/08,10,16,2008,N,5,0.409,32,53,U,N,U,NA,R,NA,NA,1001,N
537,17,6/5/08,6,5,2008,N,4,0.41,32,54,U,N,U,NA,R,NA,NA,345,N
2272,73,5/27/09,5,27,2009,N,4,0.41,32,61,U,N,U,NA,R,NA,NA,1616,N
1540,50,11/6/08,11,6,2008,N,5,0.411,32,56,U,N,U,NA,R,NA,NA,1158,N
2156,69,5/9/09,5,9,2009,N,5,0.412,32,57,U,N,U,NA,R,NA,NA,NA,N
2002,65,5/5/09,5,5,2009,N,3,0.414,32,55,U,N,U,NA,R,NA,NA,1448,N
933,29,6/26/08,6,26,2008,N,3,0.415,32,51,U,N,U,NA,R,NA,NA,723,Y
2920,93,5/15/11,5,15,2011,N,3,0.415,32,61,U,N,U,NA,R,N,NA,2177,N
3099,98,5/23/11,5,23,2011,N,9,0.416,32,60,U,N,U,NA,R,N,NA,2375,N
1248,40,9/27/08,9,27,2008,N,9,0.416,32,55,U,N,U,NA,R,NA,NA,NA,N
340,11,5/31/08,5,31,2008,N,4,0.416,32,49,U,N,U,NA,R,NA,NA,NA,Y
2106,68,5/7/09,5,7,2009,N,9,0.417,32,59,U,N,U,NA,R,NA,NA,NA,N
1851,60,4/21/09,4,21,2009,N,5,0.418,32,55,U,N,U,NA,R,NA,NA,1395,N
1989,64,5/5/09,5,5,2009,N,5,0.419,32,60,U,N,U,NA,R,NA,NA,1435,N
699,22,6/10/08,6,10,2008,N,4,0.421,32,55,U,N,U,NA,R,NA,NA,492,Y
2369,77,5/29/09,5,29,2009,N,3,0.421,32,49,U,N,U,NA,R,NA,NA,1729,Y
757,24,6/15/08,6,15,2008,N,4,0.421,32,55,U,N,U,NA,R,NA,NA,548,N
1070,34,9/9/08,9,9,2008,N,7,0.422,32,51,U,N,U,NA,R,NA,NA,NA,N
834,26,6/17/08,6,17,2008,N,5,0.423,32,48,U,N,U,NA,R,NA,NA,625,N
2864,91,5/7/11,5,7,2011,N,9,0.425,32,58,U,N,U,NA,R,N,NA,2121,N
2355,75,5/29/09,5,29,2009,N,7,0.425,32,54,U,N,U,NA,R,NA,NA,1796,N
2617,84,6/14/09,6,14,2009,N,5,0.426,32,56,U,N,U,NA,R,NA,NA,1865,N
2387,77,5/29/09,5,29,2009,N,9,0.428,32,58,U,N,U,NA,R,NA,NA,1741,N
1816,59,4/21/09,4,21,2009,N,7,0.43,32,54,U,N,U,NA,R,NA,NA,1344,N
1366,44,10/9/08,10,9,2008,N,7,0.43,32,59,U,N,U,NA,R,NA,NA,NA,N
2942,94,5/15/11,5,15,2011,N,5,0.43,32,58,U,N,U,NA,R,N,NA,2199,Y
1734,57,4/21/09,4,21,2009,N,4,0.431,32,60,U,N,U,NA,R,NA,NA,1262,N
922,29,6/26/08,6,26,2008,N,5,0.434,32,54,U,N,U,NA,R,NA,NA,712,Y
1335,43,10/9/08,10,9,2008,N,3,0.434,32,53,U,N,U,NA,R,NA,NA,NA,N
2259,73,5/17/09,5,17,2009,N,5,0.435,32,58,U,N,U,NA,R,NA,NA,1603,N
109,4,5/21/08,5,21,2008,N,4,0.439,32,52,U,N,U,NA,R,NA,NA,NA,N
819,26,6/17/08,6,17,2008,N,7,0.44,32,50,U,N,U,NA,R,NA,NA,610,N
396,13,5/31/08,5,31,2008,N,4,0.441,32,57,U,N,U,NA,R,NA,NA,NA,N
1698,55,11/15/08,11,15,2008,N,7,0.442,32,56,U,N,U,NA,R,NA,NA,1226,N
2862,91,5/7/11,5,7,2011,N,9,0.443,32,59,U,N,U,NA,R,N,NA,2119,N
669,21,6/6/08,6,6,2008,N,7,0.445,32,60,U,N,U,NA,R,NA,NA,462,Y
1801,59,4/21/09,4,21,2009,N,7,0.447,32,51,U,N,U,NA,L,NA,NA,1329,Y
2227,72,5/14/09,5,14,2009,N,5,0.448,32,59,U,N,U,NA,R,NA,NA,1555,N
1467,47,11/1/08,11,1,2008,D,4,0.456,32,61,U,N,U,NA,R,NA,NA,1053,N
3057,97,5/20/11,5,20,2011,N,4,0.458,32,55,U,N,U,NA,R,N,NA,2333,Y
3055,97,5/20/11,5,20,2011,N,4,0.458,32,67,U,N,U,NA,R,N,NA,2331,N
1764,57,4/21/09,4,21,2009,N,7,0.461,32,54,U,N,U,NA,R,NA,NA,1292,Y
1332,43,10/1/08,10,1,2008,N,NA,0.466,32,60,U,N,U,NA,R,NA,NA,NA,Y
3093,98,5/23/11,5,23,2011,N,7,0.47,32,60,U,N,U,NA,L,N,NA,2369,N
752,24,6/15/08,6,15,2008,N,3,0.472,32,54,U,N,U,NA,R,NA,NA,543,Y
2650,85,6/19/09,6,19,2009,N,4,0.472,32,53,U,N,U,NA,TAN,NA,NA,1886,Y
721,23,6/15/08,6,15,2008,N,7,0.472,32,61,U,N,U,NA,R,NA,NA,512,N
785,25,6/16/08,6,16,2008,N,7,0.473,32,60,U,N,U,NA,R,NA,NA,576,N
2140,69,5/9/09,5,9,2009,N,7,0.475,32,52,U,N,U,NA,R,NA,NA,NA,Y
624,20,6/6/08,6,6,2008,D,3,0.482,32,60,U,N,U,NA,R,NA,NA,419,N
856,27,6/17/08,6,17,2008,N,3,0.489,32,56,U,N,U,NA,R,NA,NA,646,N
886,28,6/20/08,6,20,2008,N,4,0.491,32,57,U,N,U,NA,R,NA,NA,676,Y
764,24,6/15/08,6,15,2008,N,4,0.491,32,64,U,N,U,NA,R,NA,NA,555,N
1341,43,10/9/08,10,9,2008,N,3,0.495,32,62,U,N,U,NA,R,NA,NA,NA,N
1277,41,9/27/08,9,27,2008,N,7,0.495,32,58,U,N,U,NA,R,NA,NA,NA,N
623,20,6/6/08,6,6,2008,D,3,0.496,32,59,U,N,U,NA,R,NA,NA,418,N
2881,92,5/7/11,5,7,2011,N,3,0.499,32,60,U,N,U,NA,R,N,NA,2138,N
427,14,6/4/08,6,4,2008,N,4,0.499,32,62,U,N,U,NA,R,NA,NA,228,N
246,8,5/31/08,5,31,2008,N,5,0.511,32,61,U,N,U,NA,R,NA,NA,88,N
1675,55,11/15/08,11,15,2008,N,3,0.513,32,60,U,N,U,NA,R,NA,NA,1203,N
1693,55,11/15/08,11,15,2008,N,7,0.518,32,60,U,N,U,NA,R,NA,NA,1221,N
810,26,6/17/08,6,17,2008,N,7,0.519,32,59,U,N,U,NA,R,NA,NA,601,N
479,16,6/4/08,6,4,2008,N,9,0.521,32,60,U,N,U,NA,R,NA,NA,278,N
707,22,6/11/08,6,11,2008,D,4,0.528,32,52,U,N,U,NA,R,NA,NA,499,N
1643,54,11/6/08,11,6,2008,N,3,0.529,32,56,U,N,U,NA,R,NA,NA,1138,Y
2166,70,5/9/09,5,9,2009,N,9,0.533,32,61,U,N,U,NA,R,NA,NA,NA,N
467,15,6/4/08,6,4,2008,N,7,0.534,32,60,U,N,U,NA,R,NA,NA,266,N
817,26,6/17/08,6,17,2008,N,7,0.54,32,61,U,N,U,NA,R,NA,NA,608,Y
1525,50,11/6/08,11,6,2008,N,7,0.541,32,59,U,N,U,NA,R,NA,NA,1151,N
741,23,6/15/08,6,15,2008,N,9,0.543,32,56,U,N,U,NA,R,NA,NA,538,Y
429,14,6/4/08,6,4,2008,N,4,0.543,32,61,U,N,U,NA,R,NA,NA,230,N
1831,59,4/21/09,4,21,2009,N,7,0.546,32,65,U,N,U,NA,R,NA,NA,1359,N
2089,67,5/7/09,5,7,2009,N,4,0.548,32,62,U,N,U,NA,R,NA,NA,NA,N
921,29,6/26/08,6,26,2008,N,5,0.552,32,60,U,N,U,NA,R,NA,NA,711,N
1172,37,9/12/08,9,12,2008,N,5,0.552,32,61,U,N,U,NA,R,NA,NA,NA,N
852,27,6/17/08,6,17,2008,N,3,0.567,32,62,U,N,U,NA,R,NA,NA,642,N
654,21,6/6/08,6,6,2008,N,4,0.578,32,63,U,N,U,NA,R,NA,NA,448,N
643,21,6/6/08,6,6,2008,N,3,0.627,32,46,U,N,U,NA,R,NA,NA,438,Y
716,23,6/14/08,6,14,2008,N,5,0.646,32,56,U,N,U,NA,R,NA,NA,507,Y
462,15,6/4/08,6,4,2008,N,4,0.727,32,64,U,N,U,NA,R,NA,NA,262,Y
608,19,6/5/08,6,5,2008,N,9,0.742,32,76,U,N,U,NA,R,NA,NA,404,N
490,16,6/4/08,6,4,2008,N,9,0.807,32,73,U,N,U,NA,R,NA,NA,288,Y
2943,94,5/15/11,5,15,2011,N,T1,0.309,33,49,U,N,U,NA,R,N,NA,2200,N
2070,67,5/7/09,5,7,2009,N,1,0.314,33,44,U,N,U,NA,R,NA,NA,1482,Y
41,2,5/17/08,5,17,2008,D,3,0.316,33,41,U,N,U,NA,R,NA,NA,NA,Y
1883,61,4/22/09,4,22,2009,N,3,0.342,33,45,U,N,U,NA,R,NA,NA,NA,Y
1145,36,9/9/08,9,9,2008,N,4,0.369,33,57,U,N,U,NA,R,NA,NA,NA,N
1933,63,4/22/09,4,22,2009,N,7,0.37,33,45,U,N,U,NA,R,NA,NA,NA,Y
2155,69,5/9/09,5,9,2009,N,5,0.39,33,46,U,N,U,NA,R,NA,NA,NA,Y
1782,58,4/21/09,4,21,2009,N,9,0.391,33,60,U,N,U,NA,R,NA,NA,1310,N
2148,69,5/9/09,5,9,2009,N,5,0.394,33,52,U,N,U,NA,R,NA,NA,NA,Y
192,7,5/22/08,5,22,2008,D,3,0.395,33,49,U,N,U,NA,R,NA,NA,37,Y
1741,57,4/21/09,4,21,2009,N,3,0.398,33,59,U,N,U,NA,R,NA,NA,1269,N
1948,63,4/22/09,4,22,2009,N,9,0.402,33,49,U,N,U,NA,R,NA,NA,NA,Y
2345,75,5/29/09,5,29,2009,N,4,0.402,33,58,U,N,U,NA,R,NA,NA,1771,N
1588,52,11/8/08,11,8,2008,N,9,0.408,33,60,U,N,U,NA,R,NA,NA,NA,N
948,30,7/18/08,7,18,2008,N,4,0.411,33,61,U,N,U,NA,R,NA,NA,738,N
2309,74,5/28/09,5,28,2009,N,4,0.411,33,56,U,N,U,NA,R,NA,NA,1679,N
2063,67,5/7/09,5,7,2009,N,1,0.412,33,67,U,N,U,NA,R,NA,NA,1475,N
2153,69,5/9/09,5,9,2009,N,5,0.416,33,51,U,N,U,NA,R,NA,NA,NA,Y
748,24,6/15/08,6,15,2008,N,9,0.417,33,55,U,N,U,NA,R,NA,NA,539,N
3007,96,5/18/11,5,18,2011,N,7,0.418,33,62,U,N,U,NA,R,Y,YXRO,2264,N
1120,36,9/9/08,9,9,2008,N,4,0.419,33,58,U,N,U,NA,R,NA,NA,NA,N
1462,47,11/1/08,11,1,2008,D,5,0.422,33,54,U,N,U,NA,R,NA,NA,1086,Y
2186,70,5/9/09,5,9,2009,N,3,0.423,33,55,U,N,U,NA,L,NA,NA,NA,Y
2934,93,5/15/11,5,15,2011,N,5,0.424,33,54,U,N,U,NA,R,N,NA,2191,Y
953,30,7/18/08,7,18,2008,N,4,0.425,33,59,U,N,U,NA,R,NA,NA,743,N
2952,94,5/15/11,5,15,2011,N,9,0.427,33,62,U,N,U,NA,R,N,NA,2209,N
2025,65,5/7/09,5,7,2009,N,1,0.428,33,62,U,N,U,NA,R,NA,NA,1471,N
1888,61,4/22/09,4,22,2009,N,3,0.433,33,58,U,N,U,NA,R,NA,NA,NA,Y
1469,47,11/1/08,11,1,2008,D,4,0.434,33,60,U,N,U,NA,R,NA,NA,1054,N
3128,99,5/23/11,5,23,2011,N,4,0.435,33,46,U,N,U,NA,R,N,NA,2404,Y
2190,70,5/9/09,5,9,2009,N,3,0.435,33,60,U,N,U,NA,R,NA,NA,NA,Y
527,17,6/5/08,6,5,2008,N,4,0.44,33,63,U,N,U,NA,R,NA,NA,335,N
2028,66,5/7/09,5,7,2009,N,4,0.441,33,62,U,N,U,NA,R,NA,NA,1502,Y
1398,45,10/16/08,10,16,2008,N,5,0.443,33,63,U,N,U,NA,R,NA,NA,1008,N
3080,98,5/20/11,5,20,2011,N,5,0.444,33,59,U,N,U,NA,R,N,NA,2356,N
905,28,6/22/08,6,22,2008,N,4,0.445,33,60,U,N,U,NA,R,NA,NA,695,N
1824,59,4/21/09,4,21,2009,N,7,0.449,33,61,U,N,U,NA,R,NA,NA,1352,N
1363,44,10/9/08,10,9,2008,N,7,0.452,33,64,U,N,U,NA,R,NA,NA,NA,N
2109,68,5/7/09,5,7,2009,N,3,0.458,33,59,U,N,U,NA,R,NA,NA,NA,N
818,26,6/17/08,6,17,2008,N,7,0.462,33,54,U,N,U,NA,R,NA,NA,609,Y
2600,84,6/12/09,6,12,2009,N,3,0.462,33,59,U,N,U,NA,R,NA,NA,NA,Y
1791,58,4/21/09,4,21,2009,N,4,0.463,33,60,U,N,U,NA,R,NA,NA,1319,N
3153,100,5/14/09,5,14,2009,N,T1,0.464,33,64,U,N,U,NA,R,N,NA,1599,Y
1901,62,4/21/09,4,21,2009,N,4,0.464,33,60,U,N,U,NA,R,NA,NA,1368,N
472,15,6/4/08,6,4,2008,N,7,0.465,33,60,U,N,U,NA,R,NA,NA,271,Y
1905,62,4/21/09,4,21,2009,N,4,0.465,33,62,U,N,U,NA,R,NA,NA,1374,N
1585,52,11/8/08,11,8,2008,N,9,0.466,33,57,U,N,U,NA,R,NA,NA,NA,N
2740,87,10/24/09,10,24,2009,N,T,0.467,33,51,U,N,U,NA,R,NA,NA,2037,Y
2405,78,5/29/09,5,29,2009,N,9,0.468,33,54,U,N,U,NA,R,NA,NA,1780,Y
1577,52,11/8/08,11,8,2008,N,9,0.468,33,58,U,N,U,NA,R,NA,NA,NA,Y
3308,105,6/9/11,6,9,2011,N,9,0.468,33,62,U,N,U,NA,R,N,NA,2524,N
3203,102,5/23/11,5,23,2011,N,5,0.469,33,58,U,N,U,NA,R,Y,RORYO,2419,N
1431,46,10/16/08,10,16,2008,N,9,0.469,33,63,U,N,U,NA,R,NA,NA,1041,N
1602,52,11/8/08,11,8,2008,N,5,0.469,33,60,U,N,U,NA,R,NA,NA,NA,N
1668,54,11/15/08,11,15,2008,N,4,0.47,33,61,U,N,U,NA,R,NA,NA,1196,N
1794,58,4/21/09,4,21,2009,N,9,0.471,33,61,U,N,U,NA,R,NA,NA,1322,Y
188,7,5/22/08,5,22,2008,D,3,0.476,33,54,U,N,U,NA,R,NA,NA,33,Y
2262,73,5/17/09,5,17,2009,N,5,0.477,33,61,U,N,U,NA,R,NA,NA,1606,N
74,3,5/18/08,5,18,2008,N,5,0.477,33,51,U,N,U,NA,R,NA,NA,NA,N
3073,98,5/20/11,5,20,2011,N,5,0.478,33,61,U,N,U,NA,R,N,NA,2349,N
874,28,6/20/08,6,20,2008,N,7,0.479,33,55,U,N,U,NA,R,NA,NA,664,N
1202,39,9/14/08,9,14,2008,N,1,0.481,33,59,U,N,U,NA,R,NA,NA,NA,N
1307,42,9/28/08,9,28,2008,N,5,0.481,33,58,U,N,U,NA,R,NA,NA,NA,N
2170,70,5/9/09,5,9,2009,N,9,0.482,33,66,U,N,U,NA,R,NA,NA,NA,Y
2480,79,6/9/09,6,9,2009,N,T1,0.486,33,61,U,N,U,NA,R,NA,NA,1851,N
295,10,5/31/08,5,31,2008,N,9,0.487,33,61,U,N,U,NA,R,NA,NA,132,N
2559,83,6/12/09,6,12,2009,N,5,0.487,33,62,U,N,U,NA,R,NA,NA,NA,N
2974,95,5/17/11,5,17,2011,N,5,0.498,33,52,U,N,U,NA,R,N,NA,2231,Y
2997,95,5/17/11,5,17,2011,N,4,0.499,33,58,U,N,U,NA,R,N,NA,2254,Y
540,17,6/5/08,6,5,2008,N,7,0.502,33,55,U,N,U,NA,R,NA,NA,348,Y
2928,93,5/15/11,5,15,2011,N,3,0.502,33,62,U,N,U,NA,R,N,NA,2185,N
2984,95,5/17/11,5,17,2011,N,9,0.503,33,57,U,N,U,NA,R,N,NA,2241,Y
573,18,6/5/08,6,5,2008,N,5,0.508,33,47,U,N,U,NA,R,NA,NA,370,N
1538,50,11/6/08,11,6,2008,N,5,0.508,33,64,U,N,U,NA,R,NA,NA,1156,N
244,8,5/31/08,5,31,2008,N,5,0.511,33,56,U,N,U,NA,R,NA,NA,86,Y
821,26,6/17/08,6,17,2008,N,7,0.514,33,62,U,N,U,NA,R,NA,NA,612,N
536,17,6/5/08,6,5,2008,N,4,0.517,33,61,U,N,U,NA,R,NA,NA,344,N
2998,95,5/17/11,5,17,2011,N,4,0.519,33,64,U,N,U,NA,R,N,NA,2255,N
1595,52,11/8/08,11,8,2008,N,3,0.52,33,56,U,N,U,NA,R,NA,NA,NA,Y
2312,74,5/28/09,5,28,2009,N,4,0.523,33,61,U,N,U,NA,R,NA,NA,1682,N
2851,91,5/7/11,5,7,2011,N,9,0.524,33,59,U,N,U,NA,R,N,NA,2108,N
302,10,5/31/08,5,31,2008,N,7,0.525,33,60,U,N,U,NA,R,NA,NA,138,N
1191,38,9/12/08,9,12,2008,N,3,0.532,33,56,U,N,U,NA,R,NA,NA,NA,N
3123,99,5/23/11,5,23,2011,N,4,0.535,33,60,U,N,U,NA,R,N,NA,2399,N
428,14,6/4/08,6,4,2008,N,4,0.536,33,54,U,N,U,NA,R,NA,NA,229,N
1150,37,9/12/08,9,12,2008,N,8,0.542,33,68,U,N,U,NA,R,NA,NA,NA,N
1689,55,11/15/08,11,15,2008,N,7,0.544,33,63,U,N,U,NA,R,NA,NA,1217,N
332,11,5/31/08,5,31,2008,N,4,0.547,33,62,U,N,U,NA,R,NA,NA,168,N
2377,77,5/29/09,5,29,2009,N,3,0.552,33,63,U,N,U,NA,R,NA,NA,1736,N
1985,64,5/5/09,5,5,2009,N,5,0.555,33,65,U,N,U,NA,R,NA,NA,1431,N
2883,92,5/7/11,5,7,2011,N,3,0.577,33,62,U,N,U,NA,R,N,NA,2140,N
751,24,6/15/08,6,15,2008,N,3,0.578,33,66,U,N,U,NA,R,NA,NA,542,N
631,20,6/6/08,6,6,2008,D,4,0.581,33,51,U,N,U,NA,R,NA,NA,426,Y
657,21,6/6/08,6,6,2008,N,5,0.585,33,61,U,N,U,NA,R,NA,NA,450,N
3267,104,6/9/11,6,9,2011,N,3,0.603,33,64,U,N,U,NA,R,N,NA,2483,N
2218,71,5/14/09,5,14,2009,N,3,0.615,33,58,U,N,U,NA,R,NA,NA,1546,Y
2591,84,6/12/09,6,12,2009,N,7,0.623,33,60,U,N,U,NA,R,NA,NA,NA,N
451,15,6/4/08,6,4,2008,N,5,0.629,33,76,U,N,U,NA,R,NA,NA,251,N
585,19,6/5/08,6,5,2008,N,3,0.684,33,69,U,N,U,NA,R,NA,NA,382,N
2923,93,5/15/11,5,15,2011,N,3,0.313,34,50,U,N,U,NA,R,N,NA,2180,N
3240,103,6/9/11,6,9,2011,N,9,0.383,34,47,U,N,U,NA,R,N,NA,2456,Y
1943,63,4/22/09,4,22,2009,N,7,0.388,34,53,U,N,U,NA,R,NA,NA,NA,N
2050,66,5/5/09,5,5,2009,N,9,0.39,34,45,U,N,U,NA,R,NA,NA,NA,Y
2904,92,5/15/11,5,15,2011,N,4,0.395,34,46,U,N,U,NA,R,N,NA,2161,Y
2183,70,5/9/09,5,9,2009,N,3,0.405,34,58,U,N,U,NA,R,NA,NA,NA,Y
1929,63,4/22/09,4,22,2009,N,9,0.415,34,57,U,N,U,NA,NA,NA,NA,NA,N
2436,76,5/27/09,5,27,2009,N,5,0.417,34,62,U,N,U,NA,R,NA,NA,1657,Y
2428,76,5/27/09,5,27,2009,N,9,0.42,34,54,U,N,U,NA,R,NA,NA,1649,Y
3188,101,6/23/09,6,23,2009,N,5,0.42,34,61,U,N,U,NA,R,N,NA,1933,N
2437,76,5/27/09,5,27,2009,N,5,0.421,34,59,U,N,U,NA,R,NA,NA,1658,Y
2333,75,5/29/09,5,29,2009,N,5,0.425,34,58,U,N,U,NA,R,NA,NA,1762,N
2908,93,5/15/11,5,15,2011,N,4,0.427,34,53,U,N,U,NA,R,N,NA,2165,Y
2909,93,5/15/11,5,15,2011,N,4,0.431,34,58,U,N,U,NA,R,N,NA,2166,Y
2244,72,5/14/09,5,14,2009,N,4,0.435,34,58,U,N,U,NA,R,NA,NA,1572,Y
2097,68,5/7/09,5,7,2009,N,3,0.438,34,66,U,N,U,NA,R,NA,NA,NA,N
1665,54,11/15/08,11,15,2008,N,4,0.44,34,49,U,N,U,NA,R,NA,NA,1193,Y
2167,70,5/9/09,5,9,2009,N,9,0.444,34,62,U,N,U,NA,R,NA,NA,NA,N
1785,58,4/21/09,4,21,2009,N,9,0.446,34,61,U,N,U,NA,R,NA,NA,1313,N
1456,47,10/28/08,10,28,2008,N,7,0.449,34,63,U,N,U,NA,L,NA,NA,1083,N
2493,81,6/9/09,6,9,2009,N,4,0.451,34,45,U,N,U,NA,L,NA,NA,1809,Y
2311,74,5/28/09,5,28,2009,N,4,0.453,34,63,U,N,U,NA,R,NA,NA,1681,N
1102,35,9/9/08,9,9,2008,N,9,0.453,34,60,U,N,U,NA,R,NA,NA,NA,N
3136,99,5/23/11,5,23,2011,N,5,0.454,34,61,U,N,U,NA,R,N,NA,2412,N
3363,106,6/22/11,6,22,2011,N,9,0.458,34,63,U,N,U,NA,R,N,NA,2579,N
1913,62,4/22/09,4,22,2009,N,9,0.46,34,64,U,N,U,NA,R,NA,NA,NA,N
