featureid,species,catch,year_min,year_max
201489184,BKT,0,NA,NA
201489195,BKT,0,NA,NA
201489199,BKT,0,NA,NA
201489211,BKT,0,NA,NA
201489228,BKT,0,NA,NA
201489235,BKT,3,2007,2007
201489241,BKT,0,NA,NA
201489248,BKT,0,NA,NA
201489252,BKT,0,NA,NA
201489261,BKT,0,NA,NA
201489263,BKT,0,NA,NA
201489298,BKT,0,NA,NA
201489300,BKT,0,NA,NA
201489305,BKT,0,NA,NA
201489316,BKT,0,NA,NA
201489327,BKT,0,NA,NA
201489330,BKT,0,NA,NA
201489347,BKT,0,NA,NA
201489353,BKT,0,NA,NA
201489354,BKT,0,NA,NA
201489364,BKT,3,2003,2003
201489384,BKT,0,NA,NA
201489385,BKT,0,NA,NA
201489398,BKT,1,2008,2008
201489411,BKT,0,NA,NA
201489426,BKT,0,NA,NA
201489428,BKT,0,NA,NA
201489441,BKT,0,NA,NA
201489444,BKT,0,NA,NA
201489446,BKT,0,NA,NA
201489447,BKT,3,2010,2010
201489457,BKT,0,NA,NA
201489459,BKT,0,NA,NA
201489477,BKT,0,NA,NA
201489493,BKT,0,NA,NA
201489501,BKT,0,NA,NA
201489504,BKT,0,NA,NA
201489509,BKT,0,NA,NA
201489524,BKT,0,NA,NA
201489534,BKT,0,NA,NA
201489537,BKT,1,1994,1994
201489546,BKT,0,NA,NA
201489549,BKT,0,NA,NA
201489553,BKT,2,2009,2009
201489561,BKT,0,NA,NA
201489565,BKT,0,NA,NA
201489576,BKT,0,NA,NA
201489578,BKT,1,1994,1994
201489585,BKT,0,NA,NA
201489597,BKT,0,NA,NA
201489598,BKT,2,1994,1994
201489612,BKT,0,NA,NA
201489638,BKT,0,NA,NA
201489641,BKT,0,NA,NA
201489662,BKT,0,NA,NA
201489682,BKT,0,NA,NA
201489684,BKT,0,NA,NA
201489709,BKT,2,1993,1993
201489714,BKT,0,NA,NA
201489725,BKT,2,2008,2008
201489732,BKT,5,2009,2010
201489741,BKT,0,NA,NA
201489745,BKT,0,NA,NA
201489746,BKT,0,NA,NA
201489751,BKT,0,NA,NA
201489763,BKT,0,NA,NA
201489766,BKT,0,NA,NA
201489771,BKT,0,NA,NA
201489777,BKT,0,NA,NA
201489791,BKT,0,NA,NA
201489800,BKT,0,NA,NA
201489813,BKT,3,2008,2008
201489818,BKT,0,NA,NA
201489820,BKT,0,NA,NA
201489826,BKT,0,NA,NA
201489837,BKT,0,NA,NA
201489843,BKT,1,2008,2008
201489845,BKT,0,NA,NA
201489847,BKT,0,NA,NA
201489853,BKT,0,NA,NA
201489869,BKT,0,NA,NA
201489879,BKT,0,NA,NA
201489887,BKT,0,NA,NA
201489922,BKT,2,1992,1992
201489944,BKT,0,NA,NA
201489945,BKT,0,NA,NA
201489946,BKT,2,1993,1993
201489951,BKT,0,NA,NA
201489974,BKT,0,NA,NA
201489975,BKT,0,NA,NA
201489987,BKT,0,NA,NA
201489996,BKT,0,NA,NA
201490008,BKT,0,NA,NA
201490012,BKT,0,NA,NA
201490016,BKT,0,NA,NA
201490023,BKT,0,NA,NA
201490043,BKT,0,NA,NA
201490054,BKT,0,NA,NA
201490107,BKT,0,NA,NA
201490114,BKT,0,NA,NA
201490120,BKT,0,NA,NA
201490133,BKT,0,NA,NA
201490154,BKT,0,NA,NA
201490157,BKT,0,NA,NA
201490158,BKT,1,1992,1992
201490159,BKT,0,NA,NA
201490167,BKT,0,NA,NA
201490168,BKT,0,NA,NA
201490175,BKT,0,NA,NA
201490179,BKT,3,1994,1994
201490180,BKT,0,NA,NA
201490191,BKT,0,NA,NA
201490199,BKT,0,NA,NA
201490200,BKT,0,NA,NA
201490239,BKT,0,NA,NA
201490244,BKT,1,2006,2006
201490256,BKT,3,2006,2008
201490260,BKT,0,NA,NA
201490282,BKT,0,NA,NA
201490289,BKT,2,1992,2010
201490300,BKT,0,NA,NA
201490302,BKT,0,NA,NA
201490308,BKT,0,NA,NA
201490309,BKT,3,2009,2009
201490310,BKT,0,NA,NA
201490315,BKT,1,1994,1994
201490316,BKT,27,2006,2006
201490329,BKT,0,NA,NA
201490337,BKT,0,NA,NA
201490349,BKT,0,NA,NA
201490354,BKT,0,NA,NA
201490357,BKT,0,NA,NA
201490364,BKT,0,NA,NA
201490378,BKT,0,NA,NA
201490385,BKT,0,NA,NA
201490398,BKT,0,NA,NA
201490405,BKT,0,NA,NA
201490411,BKT,0,NA,NA
201490415,BKT,0,NA,NA
201490417,BKT,0,NA,NA
201490420,BKT,2,1993,1993
201490438,BKT,0,NA,NA
201490442,BKT,0,NA,NA
201490448,BKT,0,NA,NA
201490451,BKT,0,NA,NA
201490463,BKT,0,NA,NA
201490474,BKT,0,NA,NA
201490475,BKT,0,NA,NA
201490493,BKT,1,1993,1993
201490494,BKT,0,NA,NA
201490502,BKT,0,NA,NA
201490504,BKT,0,NA,NA
201490510,BKT,0,NA,NA
201490517,BKT,0,NA,NA
201490519,BKT,0,NA,NA
201490528,BKT,0,NA,NA
201490531,BKT,0,NA,NA
201490532,BKT,0,NA,NA
201490533,BKT,0,NA,NA
201490534,BKT,0,NA,NA
201490536,BKT,0,NA,NA
201490552,BKT,0,NA,NA
201490557,BKT,0,NA,NA
201490567,BKT,2,1994,1994
201490594,BKT,0,NA,NA
201490600,BKT,1,2010,2010
201490613,BKT,3,1994,1994
201490622,BKT,0,NA,NA
201490629,BKT,0,NA,NA
201490630,BKT,0,NA,NA
201490635,BKT,4,1992,1992
201490647,BKT,0,NA,NA
201490653,BKT,0,NA,NA
201490672,BKT,0,NA,NA
201490704,BKT,0,NA,NA
201490713,BKT,1,1992,1992
201490718,BKT,0,NA,NA
201490727,BKT,0,NA,NA
201490729,BKT,0,NA,NA
201490730,BKT,0,NA,NA
201490737,BKT,3,2006,2006
201490754,BKT,0,NA,NA
201490763,BKT,0,NA,NA
201490768,BKT,0,NA,NA
201490776,BKT,0,NA,NA
201490787,BKT,0,NA,NA
201490790,BKT,1,1993,1993
201490796,BKT,0,NA,NA
201490815,BKT,0,NA,NA
201490817,BKT,0,NA,NA
201490831,BKT,3,2009,2009
201490849,BKT,0,NA,NA
201490873,BKT,0,NA,NA
201490884,BKT,0,NA,NA
201490886,BKT,0,NA,NA
201490887,BKT,0,NA,NA
201490889,BKT,0,NA,NA
201490893,BKT,0,NA,NA
201490899,BKT,0,NA,NA
201490902,BKT,0,NA,NA
201490912,BKT,0,NA,NA
201490922,BKT,3,2002,2008
201490930,BKT,0,NA,NA
201490932,BKT,0,NA,NA
201490933,BKT,0,NA,NA
201490950,BKT,0,NA,NA
201490956,BKT,0,NA,NA
201490963,BKT,0,NA,NA
201490966,BKT,0,NA,NA
201490969,BKT,0,NA,NA
201490975,BKT,0,NA,NA
201490977,BKT,0,NA,NA
201490979,BKT,0,NA,NA
201490987,BKT,0,NA,NA
201491004,BKT,0,NA,NA
201491009,BKT,0,NA,NA
201491012,BKT,0,NA,NA
201491014,BKT,0,NA,NA
201491047,BKT,0,NA,NA
201491048,BKT,0,NA,NA
201491055,BKT,0,NA,NA
201491059,BKT,0,NA,NA
201491073,BKT,1,1993,1993
201491090,BKT,0,NA,NA
201491115,BKT,0,NA,NA
201491153,BKT,0,NA,NA
201491155,BKT,0,NA,NA
201491159,BKT,0,NA,NA
201491160,BKT,0,NA,NA
201491161,BKT,0,NA,NA
201491172,BKT,2,1994,1994
201491183,BKT,0,NA,NA
201491185,BKT,0,NA,NA
201491201,BKT,0,NA,NA
201491213,BKT,0,NA,NA
201491225,BKT,0,NA,NA
201491252,BKT,1,2009,2009
201491265,BKT,0,NA,NA
201491269,BKT,0,NA,NA
201491281,BKT,3,2004,2004
201491285,BKT,0,NA,NA
201491297,BKT,1,1992,1992
201491330,BKT,0,NA,NA
201491342,BKT,0,NA,NA
201491345,BKT,0,NA,NA
201491349,BKT,0,NA,NA
201491353,BKT,0,NA,NA
201491357,BKT,0,NA,NA
201491359,BKT,0,NA,NA
201491361,BKT,0,NA,NA
201491385,BKT,0,NA,NA
201491393,BKT,0,NA,NA
201491398,BKT,0,NA,NA
201491407,BKT,0,NA,NA
201491410,BKT,3,2008,2008
201491415,BKT,0,NA,NA
201491422,BKT,0,NA,NA
201491428,BKT,0,NA,NA
201491434,BKT,0,NA,NA
201491438,BKT,0,NA,NA
201491442,BKT,0,NA,NA
201491449,BKT,0,NA,NA
201491452,BKT,0,NA,NA
201491453,BKT,0,NA,NA
201491459,BKT,0,NA,NA
201491460,BKT,0,NA,NA
201491470,BKT,0,NA,NA
201491476,BKT,0,NA,NA
201491478,BKT,0,NA,NA
201491487,BKT,0,NA,NA
201491503,BKT,0,NA,NA
201491505,BKT,0,NA,NA
201491506,BKT,0,NA,NA
201491508,BKT,0,NA,NA
201491526,BKT,0,NA,NA
201491539,BKT,0,NA,NA
201491541,BKT,0,NA,NA
201491547,BKT,1,1992,1992
201491557,BKT,7,2000,2000
201491564,BKT,0,NA,NA
201491571,BKT,0,NA,NA
201491585,BKT,0,NA,NA
201491586,BKT,0,NA,NA
201491595,BKT,1,1993,1993
201491596,BKT,0,NA,NA
201491607,BKT,0,NA,NA
201491618,BKT,0,NA,NA
201491624,BKT,0,NA,NA
201491626,BKT,1,1992,1992
201491633,BKT,0,NA,NA
201491654,BKT,0,NA,NA
201491663,BKT,0,NA,NA
201491666,BKT,0,NA,NA
201491668,BKT,0,NA,NA
201491669,BKT,0,NA,NA
201491670,BKT,0,NA,NA
201491685,BKT,0,NA,NA
201491691,BKT,0,NA,NA
201491701,BKT,0,NA,NA
201491705,BKT,1,1993,1993
201491706,BKT,0,NA,NA
201491712,BKT,0,NA,NA
201491723,BKT,0,NA,NA
201491735,BKT,0,NA,NA
201491738,BKT,0,NA,NA
201491743,BKT,1,1992,1992
201491761,BKT,0,NA,NA
201491765,BKT,2,2009,2009
201491768,BKT,0,NA,NA
201491820,BKT,0,NA,NA
201491823,BKT,0,NA,NA
201491825,BKT,0,NA,NA
201491832,BKT,0,NA,NA
201491834,BKT,0,NA,NA
201491840,BKT,0,NA,NA
201491846,BKT,0,NA,NA
201491858,BKT,0,NA,NA
201491866,BKT,1,2007,2007
201491879,BKT,0,NA,NA
201491884,BKT,0,NA,NA
201491902,BKT,0,NA,NA
201491920,BKT,0,NA,NA
201491935,BKT,0,NA,NA
201491936,BKT,0,NA,NA
201491943,BKT,0,NA,NA
201491946,BKT,0,NA,NA
201491947,BKT,0,NA,NA
201491966,BKT,0,NA,NA
201491967,BKT,0,NA,NA
201491973,BKT,0,NA,NA
201491977,BKT,0,NA,NA
201491981,BKT,0,NA,NA
201492014,BKT,0,NA,NA
201492016,BKT,0,NA,NA
201492019,BKT,1,1992,1992
201492027,BKT,0,NA,NA
201492033,BKT,14,2006,2006
201492034,BKT,0,NA,NA
201492040,BKT,0,NA,NA
201492049,BKT,0,NA,NA
201492065,BKT,0,NA,NA
201492066,BKT,0,NA,NA
201492067,BKT,7,2009,2009
201492068,BKT,0,NA,NA
201492072,BKT,1,1992,1992
201492073,BKT,0,NA,NA
201492092,BKT,0,NA,NA
201492093,BKT,0,NA,NA
201492098,BKT,1,1993,1993
201492140,BKT,0,NA,NA
201492161,BKT,1,1992,1992
201492179,BKT,1,1992,1992
201492186,BKT,0,NA,NA
201492189,BKT,0,NA,NA
201492206,BKT,2,1993,1993
201492214,BKT,0,NA,NA
201492221,BKT,0,NA,NA
201492236,BKT,0,NA,NA
201492240,BKT,0,NA,NA
201492242,BKT,0,NA,NA
201492252,BKT,1,1993,1993
201492270,BKT,1,1993,1993
201492283,BKT,0,NA,NA
201492287,BKT,0,NA,NA
201492291,BKT,0,NA,NA
201492293,BKT,3,2007,2009
201492296,BKT,2,1992,1992
201492298,BKT,0,NA,NA
201492299,BKT,0,NA,NA
201492305,BKT,0,NA,NA
201492318,BKT,1,2008,2008
201492319,BKT,1,1993,1993
201492321,BKT,0,NA,NA
201492324,BKT,1,1993,1993
201492335,BKT,0,NA,NA
201492341,BKT,0,NA,NA
201492345,BKT,0,NA,NA
201492349,BKT,0,NA,NA
201492351,BKT,0,NA,NA
201492352,BKT,0,NA,NA
201492360,BKT,0,NA,NA
201492372,BKT,0,NA,NA
201492374,BKT,0,NA,NA
201492397,BKT,0,NA,NA
201492398,BKT,0,NA,NA
201492400,BKT,0,NA,NA
201492401,BKT,0,NA,NA
201492403,BKT,0,NA,NA
201492413,BKT,0,NA,NA
201492414,BKT,0,NA,NA
201492428,BKT,0,NA,NA
201492429,BKT,0,NA,NA
201492431,BKT,0,NA,NA
201492436,BKT,0,NA,NA
201492448,BKT,0,NA,NA
201492461,BKT,1,2001,2001
201492465,BKT,1,2009,2009
201492472,BKT,0,NA,NA
201492476,BKT,0,NA,NA
201492488,BKT,0,NA,NA
201492498,BKT,0,NA,NA
201492502,BKT,0,NA,NA
201492503,BKT,0,NA,NA
201492507,BKT,0,NA,NA
201492514,BKT,0,NA,NA
201492516,BKT,0,NA,NA
201492526,BKT,0,NA,NA
201492536,BKT,0,NA,NA
201492541,BKT,0,NA,NA
201492554,BKT,0,NA,NA
201492562,BKT,0,NA,NA
201492605,BKT,0,NA,NA
201492609,BKT,0,NA,NA
201492613,BKT,0,NA,NA
201492616,BKT,0,NA,NA
201492618,BKT,0,NA,NA
201492620,BKT,0,NA,NA
201492627,BKT,0,NA,NA
201492637,BKT,1,1992,1992
201492640,BKT,1,2007,2007
201492641,BKT,2,2009,2009
201492647,BKT,0,NA,NA
201492648,BKT,0,NA,NA
201492651,BKT,0,NA,NA
201492654,BKT,0,NA,NA
201492658,BKT,0,NA,NA
201492665,BKT,0,NA,NA
201492670,BKT,0,NA,NA
201492673,BKT,0,NA,NA
201492679,BKT,2,2006,2006
201492693,BKT,0,NA,NA
201492694,BKT,0,NA,NA
201492706,BKT,0,NA,NA
201492708,BKT,1,2009,2009
201492710,BKT,0,NA,NA
201492718,BKT,2,2006,2006
201492724,BKT,0,NA,NA
201492739,BKT,0,NA,NA
201492740,BKT,0,NA,NA
201492749,BKT,0,NA,NA
201492773,BKT,1,1992,1992
201492779,BKT,0,NA,NA
201492783,BKT,0,NA,NA
201492784,BKT,0,NA,NA
201492811,BKT,0,NA,NA
201492821,BKT,1,1992,1992
201492832,BKT,0,NA,NA
201492833,BKT,0,NA,NA
201492834,BKT,4,1993,1993
201492855,BKT,0,NA,NA
201492858,BKT,0,NA,NA
201492863,BKT,0,NA,NA
201492867,BKT,0,NA,NA
201492868,BKT,0,NA,NA
201492869,BKT,1,2009,2009
201492873,BKT,0,NA,NA
201492892,BKT,1,2009,2009
201492897,BKT,2,1993,1993
201492903,BKT,0,NA,NA
201492910,BKT,0,NA,NA
201492913,BKT,0,NA,NA
201492922,BKT,0,NA,NA
201492931,BKT,0,NA,NA
201492935,BKT,1,2010,2010
201492940,BKT,0,NA,NA
201492944,BKT,1,1992,1992
201492947,BKT,0,NA,NA
201492951,BKT,0,NA,NA
201492952,BKT,0,NA,NA
201492953,BKT,0,NA,NA
201492955,BKT,0,NA,NA
201492956,BKT,0,NA,NA
201492965,BKT,0,NA,NA
201492970,BKT,0,NA,NA
201492972,BKT,0,NA,NA
201492973,BKT,0,NA,NA
201492977,BKT,0,NA,NA
201492991,BKT,0,NA,NA
201493005,BKT,0,NA,NA
201493025,BKT,0,NA,NA
201493036,BKT,0,NA,NA
201493039,BKT,0,NA,NA
201493040,BKT,0,NA,NA
201493041,BKT,2,1991,1991
201493046,BKT,0,NA,NA
201493051,BKT,0,NA,NA
201493066,BKT,0,NA,NA
201493069,BKT,0,NA,NA
201493075,BKT,5,2009,2009
201493085,BKT,0,NA,NA
201493094,BKT,0,NA,NA
201493096,BKT,0,NA,NA
201493101,BKT,0,NA,NA
201493103,BKT,0,NA,NA
201493109,BKT,0,NA,NA
201493110,BKT,0,NA,NA
201493122,BKT,0,NA,NA
201493126,BKT,0,NA,NA
201493129,BKT,0,NA,NA
201493133,BKT,0,NA,NA
201493143,BKT,0,NA,NA
201493153,BKT,0,NA,NA
201493154,BKT,0,NA,NA
201493155,BKT,0,NA,NA
201493171,BKT,0,NA,NA
201493175,BKT,0,NA,NA
201493176,BKT,0,NA,NA
201493191,BKT,0,NA,NA
201493210,BKT,0,NA,NA
201493214,BKT,0,NA,NA
201493232,BKT,1,1995,1995
201493234,BKT,0,NA,NA
201493238,BKT,0,NA,NA
201493244,BKT,0,NA,NA
201493246,BKT,0,NA,NA
201493264,BKT,0,NA,NA
201493273,BKT,0,NA,NA
201493277,BKT,0,NA,NA
201493290,BKT,3,1993,1993
201493300,BKT,0,NA,NA
201493314,BKT,0,NA,NA
201493324,BKT,0,NA,NA
201493328,BKT,0,NA,NA
201493350,BKT,0,NA,NA
201493355,BKT,0,NA,NA
201493362,BKT,0,NA,NA
201493364,BKT,0,NA,NA
201493365,BKT,0,NA,NA
201493382,BKT,0,NA,NA
201493383,BKT,0,NA,NA
201493398,BKT,0,NA,NA
201493403,BKT,0,NA,NA
201493407,BKT,0,NA,NA
201493417,BKT,0,NA,NA
201493419,BKT,0,NA,NA
201493421,BKT,0,NA,NA
201493422,BKT,1,1993,1993
201493423,BKT,0,NA,NA
201493424,BKT,0,NA,NA
201493435,BKT,0,NA,NA
201493440,BKT,0,NA,NA
201493443,BKT,0,NA,NA
201493447,BKT,1,1992,1992
201493453,BKT,0,NA,NA
201493455,BKT,5,2009,2009
201493460,BKT,0,NA,NA
201493475,BKT,1,2006,2006
201493477,BKT,1,1992,1992
201493498,BKT,0,NA,NA
201493500,BKT,0,NA,NA
201493518,BKT,0,NA,NA
201493528,BKT,0,NA,NA
201493533,BKT,0,NA,NA
201493547,BKT,1,1993,1993
201493549,BKT,0,NA,NA
201493559,BKT,0,NA,NA
201493560,BKT,0,NA,NA
201493567,BKT,0,NA,NA
201493577,BKT,0,NA,NA
201493578,BKT,0,NA,NA
201493584,BKT,1,1992,1992
201493590,BKT,0,NA,NA
201493592,BKT,0,NA,NA
201493599,BKT,0,NA,NA
201493612,BKT,0,NA,NA
201493623,BKT,0,NA,NA
201493624,BKT,0,NA,NA
201493631,BKT,0,NA,NA
201493641,BKT,0,NA,NA
201493647,BKT,0,NA,NA
201493654,BKT,0,NA,NA
201493681,BKT,0,NA,NA
201493684,BKT,0,NA,NA
201493689,BKT,0,NA,NA
201493690,BKT,0,NA,NA
201493694,BKT,0,NA,NA
201493705,BKT,0,NA,NA
201493717,BKT,0,NA,NA
201493741,BKT,0,NA,NA
201493744,BKT,0,NA,NA
201493772,BKT,0,NA,NA
201493799,BKT,0,NA,NA
201493801,BKT,0,NA,NA
201493819,BKT,1,1992,1992
201493822,BKT,0,NA,NA
201493826,BKT,0,NA,NA
201493827,BKT,0,NA,NA
201493830,BKT,0,NA,NA
201493835,BKT,0,NA,NA
201493838,BKT,0,NA,NA
201493839,BKT,0,NA,NA
201493840,BKT,0,NA,NA
201493841,BKT,0,NA,NA
201493842,BKT,0,NA,NA
201493846,BKT,0,NA,NA
201493886,BKT,0,NA,NA
201493887,BKT,3,1992,1992
201493893,BKT,0,NA,NA
201493900,BKT,0,NA,NA
201493902,BKT,0,NA,NA
201493906,BKT,2,2006,2006
201493911,BKT,0,NA,NA
201493924,BKT,0,NA,NA
201493933,BKT,0,NA,NA
201493938,BKT,0,NA,NA
201493939,BKT,0,NA,NA
201493944,BKT,0,NA,NA
201493949,BKT,0,NA,NA
201493961,BKT,0,NA,NA
201493966,BKT,2,1993,1993
201493974,BKT,0,NA,NA
201493980,BKT,0,NA,NA
201493984,BKT,0,NA,NA
201493990,BKT,0,NA,NA
201493991,BKT,0,NA,NA
201494013,BKT,0,NA,NA
201494064,BKT,0,NA,NA
201494065,BKT,0,NA,NA
201494096,BKT,1,1991,1991
201494098,BKT,0,NA,NA
201494100,BKT,0,NA,NA
201494104,BKT,0,NA,NA
201494105,BKT,0,NA,NA
201494106,BKT,0,NA,NA
201494113,BKT,0,NA,NA
201494114,BKT,0,NA,NA
201494120,BKT,2,1993,1993
201494127,BKT,1,1993,1993
201494139,BKT,3,2009,2009
201494151,BKT,0,NA,NA
201494154,BKT,3,1993,1993
201494161,BKT,0,NA,NA
201494164,BKT,0,NA,NA
201494184,BKT,1,1993,1993
201494189,BKT,0,NA,NA
201494207,BKT,0,NA,NA
201494209,BKT,0,NA,NA
201494221,BKT,0,NA,NA
201494223,BKT,0,NA,NA
201494229,BKT,0,NA,NA
201494241,BKT,0,NA,NA
201494244,BKT,0,NA,NA
201494246,BKT,0,NA,NA
201494249,BKT,0,NA,NA
201494270,BKT,0,NA,NA
201494297,BKT,1,1993,1993
201494300,BKT,0,NA,NA
201494306,BKT,0,NA,NA
201494328,BKT,0,NA,NA
201494334,BKT,0,NA,NA
201494339,BKT,0,NA,NA
201494360,BKT,0,NA,NA
201494369,BKT,4,1992,1992
201494372,BKT,0,NA,NA
201494373,BKT,0,NA,NA
201494376,BKT,0,NA,NA
201494380,BKT,0,NA,NA
201494387,BKT,0,NA,NA
201494419,BKT,0,NA,NA
201494426,BKT,0,NA,NA
201494428,BKT,0,NA,NA
201494429,BKT,0,NA,NA
201494431,BKT,0,NA,NA
201494436,BKT,2,1993,1993
201494447,BKT,1,2009,2009
201494449,BKT,0,NA,NA
201494453,BKT,0,NA,NA
201494455,BKT,0,NA,NA
201494464,BKT,0,NA,NA
201494469,BKT,0,NA,NA
201494495,BKT,0,NA,NA
201494496,BKT,5,1993,1993
201494497,BKT,4,1993,1993
201494501,BKT,1,2008,2008
201494530,BKT,0,NA,NA
201494535,BKT,0,NA,NA
201494538,BKT,0,NA,NA
201494547,BKT,0,NA,NA
201494563,BKT,1,2006,2006
201494579,BKT,0,NA,NA
201494586,BKT,2,1991,1991
201494587,BKT,0,NA,NA
201494588,BKT,0,NA,NA
201494591,BKT,0,NA,NA
201494593,BKT,4,1992,1992
201494594,BKT,0,NA,NA
201494609,BKT,0,NA,NA
201494614,BKT,0,NA,NA
201494616,BKT,0,NA,NA
201494629,BKT,0,NA,NA
201494632,BKT,0,NA,NA
201494645,BKT,0,NA,NA
201494648,BKT,0,NA,NA
201494656,BKT,0,NA,NA
201494660,BKT,0,NA,NA
201494678,BKT,0,NA,NA
201494683,BKT,0,NA,NA
201494688,BKT,0,NA,NA
201494699,BKT,0,NA,NA
201494712,BKT,0,NA,NA
201494722,BKT,0,NA,NA
201494724,BKT,0,NA,NA
201494732,BKT,0,NA,NA
201494740,BKT,0,NA,NA
201494741,BKT,0,NA,NA
201494746,BKT,0,NA,NA
201494751,BKT,0,NA,NA
201494759,BKT,0,NA,NA
201494764,BKT,1,1993,1993
201494769,BKT,0,NA,NA
201494771,BKT,0,NA,NA
201494779,BKT,1,2004,2004
201494780,BKT,1,2006,2006
201494782,BKT,0,NA,NA
201494793,BKT,0,NA,NA
201494794,BKT,0,NA,NA
201494812,BKT,0,NA,NA
201494827,BKT,1,1992,1992
201494829,BKT,2,1991,1991
201494830,BKT,0,NA,NA
201494832,BKT,0,NA,NA
201494833,BKT,0,NA,NA
201494837,BKT,0,NA,NA
201494840,BKT,0,NA,NA
201494845,BKT,0,NA,NA
201494848,BKT,1,1993,1993
201494861,BKT,0,NA,NA
201494864,BKT,0,NA,NA
201494866,BKT,0,NA,NA
201494875,BKT,1,1991,1991
201494886,BKT,0,NA,NA
201494892,BKT,0,NA,NA
201494894,BKT,0,NA,NA
201494899,BKT,0,NA,NA
201494901,BKT,0,NA,NA
201494936,BKT,0,NA,NA
201494942,BKT,0,NA,NA
201494953,BKT,0,NA,NA
201494955,BKT,0,NA,NA
201494957,BKT,0,NA,NA
201494965,BKT,0,NA,NA
201494973,BKT,0,NA,NA
201494976,BKT,0,NA,NA
201494977,BKT,1,1991,1991
201494985,BKT,0,NA,NA
201494989,BKT,0,NA,NA
201494999,BKT,0,NA,NA
201495002,BKT,0,NA,NA
201495006,BKT,0,NA,NA
201495007,BKT,0,NA,NA
201495008,BKT,0,NA,NA
201495012,BKT,0,NA,NA
201495016,BKT,0,NA,NA
201495026,BKT,0,NA,NA
201495029,BKT,0,NA,NA
201495033,BKT,0,NA,NA
201495034,BKT,0,NA,NA
201495036,BKT,0,NA,NA
201495041,BKT,0,NA,NA
201495052,BKT,0,NA,NA
201495067,BKT,0,NA,NA
201495076,BKT,4,2003,2003
201495104,BKT,10,1991,1991
201495118,BKT,0,NA,NA
201495129,BKT,0,NA,NA
201495150,BKT,0,NA,NA
201495156,BKT,0,NA,NA
201495157,BKT,1,1991,1991
201495161,BKT,0,NA,NA
201495162,BKT,0,NA,NA
201495170,BKT,0,NA,NA
201495174,BKT,0,NA,NA
201495177,BKT,0,NA,NA
201495184,BKT,0,NA,NA
201495206,BKT,0,NA,NA
201495214,BKT,0,NA,NA
201495220,BKT,0,NA,NA
201495246,BKT,0,NA,NA
201495248,BKT,0,NA,NA
201495253,BKT,0,NA,NA
201495256,BKT,0,NA,NA
201495259,BKT,0,NA,NA
201495273,BKT,0,NA,NA
201495280,BKT,0,NA,NA
201495290,BKT,0,NA,NA
201495294,BKT,0,NA,NA
201495297,BKT,1,1991,1991
201495315,BKT,0,NA,NA
201495333,BKT,0,NA,NA
201495346,BKT,0,NA,NA
201495356,BKT,0,NA,NA
201495357,BKT,8,2002,2002
201495358,BKT,0,NA,NA
201495378,BKT,0,NA,NA
201495380,BKT,1,2009,2009
201495381,BKT,0,NA,NA
201495387,BKT,0,NA,NA
201495395,BKT,0,NA,NA
201495396,BKT,2,2007,2007
201495404,BKT,0,NA,NA
201495405,BKT,1,1991,1991
201495414,BKT,0,NA,NA
201495417,BKT,0,NA,NA
201495433,BKT,0,NA,NA
201495451,BKT,0,NA,NA
201495455,BKT,0,NA,NA
201495457,BKT,0,NA,NA
201495463,BKT,0,NA,NA
201495465,BKT,0,NA,NA
201495470,BKT,0,NA,NA
201495480,BKT,0,NA,NA
201495483,BKT,6,2003,2009
201495502,BKT,0,NA,NA
201495503,BKT,6,2009,2009
201495510,BKT,0,NA,NA
201495513,BKT,0,NA,NA
201495520,BKT,0,NA,NA
201495523,BKT,0,NA,NA
201495529,BKT,0,NA,NA
201495535,BKT,0,NA,NA
201495550,BKT,4,2001,2001
201495568,BKT,0,NA,NA
201495573,BKT,0,NA,NA
201495577,BKT,1,1991,1991
201495586,BKT,0,NA,NA
201495594,BKT,0,NA,NA
201495597,BKT,0,NA,NA
201495604,BKT,0,NA,NA
201495606,BKT,0,NA,NA
201495619,BKT,0,NA,NA
201495621,BKT,0,NA,NA
201495637,BKT,1,1991,1991
201495646,BKT,0,NA,NA
201495651,BKT,0,NA,NA
201495683,BKT,1,1991,1991
201495684,BKT,0,NA,NA
201495688,BKT,0,NA,NA
201495721,BKT,0,NA,NA
201495725,BKT,5,2009,2009
201495731,BKT,0,NA,NA
201495741,BKT,0,NA,NA
201495759,BKT,5,2007,2009
201495796,BKT,0,NA,NA
201495814,BKT,0,NA,NA
201495824,BKT,13,2007,2009
201495828,BKT,0,NA,NA
201495834,BKT,0,NA,NA
201495835,BKT,4,2007,2009
201495840,BKT,0,NA,NA
201495854,BKT,3,2006,2006
201495855,BKT,0,NA,NA
201495859,BKT,0,NA,NA
201495868,BKT,0,NA,NA
201495871,BKT,0,NA,NA
201495881,BKT,0,NA,NA
201495886,BKT,0,NA,NA
201495889,BKT,0,NA,NA
201495894,BKT,0,NA,NA
201495939,BKT,0,NA,NA
201495946,BKT,1,1991,1991
201495956,BKT,0,NA,NA
201495968,BKT,2,2007,2007
201495993,BKT,0,NA,NA
201495997,BKT,0,NA,NA
201496000,BKT,0,NA,NA
201496034,BKT,0,NA,NA
201496048,BKT,0,NA,NA
201496071,BKT,2,1991,1991
201496073,BKT,0,NA,NA
201496074,BKT,0,NA,NA
201496076,BKT,1,2010,2010
201496082,BKT,0,NA,NA
201496101,BKT,0,NA,NA
