featureid,species,catch,year_min,year_max
205403614,BKT,0,NA,NA
205403758,BKT,0,NA,NA
205404660,BKT,0,NA,NA
205405441,BKT,2,2003,2003
205405607,BKT,0,NA,NA
205406820,BKT,0,NA,NA
205407153,BKT,0,NA,NA
205407334,BKT,5,2009,2009
205407389,BKT,3,2001,2001
205407722,BKT,0,NA,NA
205407725,BKT,1,2001,2001
205407734,BKT,1,2006,2006
205407861,BKT,1,2001,2001
205408030,BKT,0,NA,NA
205408143,BKT,0,NA,NA
205408168,BKT,0,NA,NA
205408236,BKT,0,NA,NA
205408694,BKT,1,2006,2006
205408742,BKT,1,1997,1997
205409358,BKT,1,2006,2006
205410346,BKT,0,NA,NA
205410387,BKT,7,2007,2010
205410771,BKT,1,1999,1999
205411363,BKT,0,NA,NA
205412400,BKT,0,NA,NA
205412731,BKT,0,NA,NA
205412797,BKT,17,2010,2010
205413234,BKT,5,2002,2002
205413278,BKT,1,2001,2001
205413302,BKT,0,NA,NA
205414401,BKT,1,2002,2002
205414424,BKT,0,NA,NA
205414729,BKT,0,NA,NA
205414993,BKT,0,NA,NA
205415093,BKT,2,2004,2004
205415181,BKT,0,NA,NA
205415452,BKT,0,NA,NA
205415593,BKT,0,NA,NA
205415674,BKT,0,NA,NA
205415704,BKT,0,NA,NA
205415979,BKT,66,2007,2007
205416240,BKT,0,NA,NA
205416328,BKT,0,NA,NA
205417072,BKT,0,NA,NA
205417158,BKT,1,1997,1997
205417289,BKT,0,NA,NA
205417931,BKT,0,NA,NA
205417950,BKT,0,NA,NA
205418625,BKT,1,2010,2010
205418976,BKT,0,NA,NA
205418997,BKT,1,1998,1998
205419012,BKT,1,2004,2004
205419156,BKT,1,2007,2007
205419202,BKT,0,NA,NA
205419258,BKT,0,NA,NA
205419275,BKT,0,NA,NA
205419289,BKT,0,NA,NA
205419327,BKT,0,NA,NA
205419359,BKT,1,2004,2004
205419465,BKT,1,1998,1998
205419596,BKT,1,2004,2004
205419657,BKT,0,NA,NA
205419733,BKT,1,1998,1998
205419858,BKT,0,NA,NA
205419932,BKT,0,NA,NA
205419954,BKT,0,NA,NA
205420099,BKT,0,NA,NA
205420118,BKT,0,NA,NA
205420199,BKT,0,NA,NA
205420433,BKT,1,1998,1998
205420725,BKT,0,NA,NA
205420880,BKT,0,NA,NA
205420891,BKT,1,2007,2007
205420897,BKT,0,NA,NA
205421060,BKT,0,NA,NA
205421956,BKT,0,NA,NA
205422124,BKT,0,NA,NA
205423043,BKT,0,NA,NA
205423248,BKT,0,NA,NA
205423499,BKT,0,NA,NA
205424098,BKT,0,NA,NA
205424425,BKT,5,1998,2007
205424478,BKT,0,NA,NA
205424563,BKT,0,NA,NA
205424715,BKT,0,NA,NA
205424869,BKT,0,NA,NA
205425370,BKT,0,NA,NA
205425448,BKT,0,NA,NA
205425530,BKT,0,NA,NA
205426218,BKT,0,NA,NA
205426406,BKT,0,NA,NA
205426595,BKT,0,NA,NA
205426615,BKT,0,NA,NA
205426639,BKT,0,NA,NA
205427175,BKT,0,NA,NA
205427200,BKT,0,NA,NA
205427351,BKT,0,NA,NA
205427632,BKT,0,NA,NA
205427637,BKT,0,NA,NA
205427645,BKT,0,NA,NA
205428632,BKT,0,NA,NA
205429013,BKT,0,NA,NA
205429094,BKT,0,NA,NA
205429473,BKT,0,NA,NA
205429616,BKT,0,NA,NA
205429795,BKT,0,NA,NA
205430442,BKT,0,NA,NA
205430528,BKT,0,NA,NA
205430782,BKT,0,NA,NA
205431111,BKT,0,NA,NA
205431356,BKT,0,NA,NA
205431519,BKT,0,NA,NA
205431874,BKT,0,NA,NA
205432435,BKT,0,NA,NA
205432902,BKT,0,NA,NA
205433536,BKT,0,NA,NA
205433590,BKT,0,NA,NA
205434189,BKT,0,NA,NA
205434540,BKT,0,NA,NA
205434605,BKT,0,NA,NA
205434689,BKT,0,NA,NA
205434705,BKT,0,NA,NA
205434790,BKT,15,1993,1993
205434833,BKT,0,NA,NA
205434839,BKT,0,NA,NA
205435095,BKT,0,NA,NA
205435603,BKT,0,NA,NA
205435709,BKT,0,NA,NA
205435738,BKT,0,NA,NA
205436288,BKT,0,NA,NA
205436640,BKT,0,NA,NA
205436732,BKT,0,NA,NA
205436920,BKT,0,NA,NA
205437235,BKT,0,NA,NA
205437286,BKT,0,NA,NA
205437547,BKT,0,NA,NA
205437720,BKT,0,NA,NA
205437852,BKT,0,NA,NA
205438078,BKT,0,NA,NA
205438234,BKT,0,NA,NA
205438235,BKT,0,NA,NA
205438311,BKT,0,NA,NA
205438625,BKT,19,2004,2004
205438661,BKT,0,NA,NA
205439007,BKT,0,NA,NA
205439129,BKT,11,1993,1993
205439228,BKT,0,NA,NA
205439313,BKT,0,NA,NA
205439383,BKT,0,NA,NA
205439503,BKT,0,NA,NA
205439511,BKT,0,NA,NA
205439535,BKT,0,NA,NA
205439671,BKT,0,NA,NA
205439749,BKT,0,NA,NA
205439795,BKT,0,NA,NA
205439903,BKT,0,NA,NA
205439908,BKT,0,NA,NA
205439954,BKT,0,NA,NA
205440138,BKT,0,NA,NA
205440348,BKT,0,NA,NA
205440407,BKT,0,NA,NA
205440677,BKT,0,NA,NA
205440698,BKT,0,NA,NA
205440956,BKT,0,NA,NA
205441182,BKT,0,NA,NA
205441322,BKT,0,NA,NA
205441530,BKT,0,NA,NA
205441599,BKT,0,NA,NA
205441624,BKT,0,NA,NA
205442152,BKT,0,NA,NA
205442181,BKT,0,NA,NA
205442279,BKT,0,NA,NA
205442408,BKT,0,NA,NA
205442465,BKT,0,NA,NA
205442473,BKT,0,NA,NA
205442697,BKT,0,NA,NA
205443001,BKT,0,NA,NA
205443020,BKT,0,NA,NA
205443027,BKT,0,NA,NA
205443077,BKT,0,NA,NA
205443222,BKT,0,NA,NA
205443318,BKT,0,NA,NA
205443334,BKT,0,NA,NA
205443416,BKT,0,NA,NA
205443421,BKT,0,NA,NA
205443436,BKT,0,NA,NA
205443575,BKT,0,NA,NA
205443588,BKT,0,NA,NA
205443821,BKT,0,NA,NA
205443930,BKT,0,NA,NA
205444154,BKT,0,NA,NA
205444301,BKT,0,NA,NA
205444356,BKT,0,NA,NA
205444402,BKT,0,NA,NA
205444482,BKT,0,NA,NA
205444613,BKT,0,NA,NA
205444622,BKT,0,NA,NA
205444627,BKT,0,NA,NA
205444639,BKT,0,NA,NA
205444771,BKT,0,NA,NA
205444972,BKT,0,NA,NA
205445069,BKT,0,NA,NA
205445149,BKT,2,2009,2009
205445168,BKT,0,NA,NA
205445225,BKT,11,2009,2009
205445269,BKT,0,NA,NA
205445347,BKT,0,NA,NA
205445678,BKT,0,NA,NA
205445754,BKT,0,NA,NA
2021000018,BKT,1,2006,2006
2021000040,BKT,126,1992,1992
2021000071,BKT,287,1998,1998
2021000078,BKT,0,NA,NA
2021000101,BKT,0,NA,NA
2021000112,BKT,0,NA,NA
2021000114,BKT,0,NA,NA
2021000154,BKT,4,1997,1997
2021000181,BKT,56,1997,1997
2021000191,BKT,4,2006,2006
2021000196,BKT,2,2007,2007
2021000197,BKT,3,2007,2007
2021000252,BKT,3,2005,2005
2021000253,BKT,0,NA,NA
2021000262,BKT,0,NA,NA
2021000294,BKT,15,2008,2008
2021000311,BKT,1,2007,2007
2021000357,BKT,111,1996,1996
2021000370,BKT,11,1997,2000
2021000372,BKT,0,NA,NA
2021000467,BKT,0,NA,NA
2021000493,BKT,434,2001,2010
2021000521,BKT,14,1995,2000
2021000524,BKT,0,NA,NA
2021000585,BKT,354,2009,2009
2021000598,BKT,37,1997,1997
2021000628,BKT,0,NA,NA
2021000631,BKT,78,1991,1991
2021000692,BKT,1,2007,2007
2021000693,BKT,0,NA,NA
2021000777,BKT,182,1996,1996
2021000797,BKT,699,2001,2010
2021000816,BKT,0,NA,NA
2021000820,BKT,44,1992,1994
2021000858,BKT,583,2001,2010
2021000873,BKT,1,1994,1994
2021000879,BKT,0,NA,NA
2021000880,BKT,0,NA,NA
2021000901,BKT,0,NA,NA
2021000937,BKT,0,NA,NA
2021000944,BKT,10,2004,2004
2021000971,BKT,15,1995,2000
2021001019,BKT,18,2009,2009
2021001025,BKT,5,2004,2004
2021001029,BKT,209,1995,1995
2021001038,BKT,88,2004,2004
2021001056,BKT,0,NA,NA
2021001063,BKT,0,NA,NA
2021001080,BKT,80,2005,2006
2021001099,BKT,0,NA,NA
2021001105,BKT,73,2000,2009
2021001134,BKT,0,NA,NA
2021001175,BKT,95,1996,1996
2021001189,BKT,0,NA,NA
2021001198,BKT,0,NA,NA
2021001213,BKT,92,1996,1996
2021001257,BKT,2,2002,2002
2021001261,BKT,164,2005,2005
2021001262,BKT,65,2005,2005
2021001276,BKT,1,2003,2003
2021001283,BKT,0,NA,NA
2021001298,BKT,0,NA,NA
2021001323,BKT,20,2000,2000
2021001331,BKT,46,1998,1998
2021001361,BKT,2,1997,1997
2021001402,BKT,142,1997,1997
2021001425,BKT,8,1995,2000
2021001426,BKT,0,NA,NA
2021001428,BKT,5,2000,2002
2021001511,BKT,7,2006,2006
2021001519,BKT,0,NA,NA
2021001546,BKT,0,NA,NA
2021001573,BKT,0,NA,NA
2021001608,BKT,19,1999,2010
2021001613,BKT,3,2008,2008
2021001672,BKT,199,2001,2001
2021001673,BKT,26,1997,1997
2021001711,BKT,68,1997,1999
2021001726,BKT,111,2010,2010
2021001733,BKT,0,NA,NA
2021001749,BKT,79,2008,2008
2021001792,BKT,8,2003,2003
2021001797,BKT,0,NA,NA
2021001830,BKT,3,2009,2009
2021001836,BKT,41,1995,2008
2021001844,BKT,32,2003,2003
2021001863,BKT,165,2001,2001
2021001864,BKT,6,2003,2003
2021001899,BKT,3,1995,1995
2021001913,BKT,196,2001,2001
2021001922,BKT,50,2006,2008
2021001927,BKT,0,NA,NA
2021001928,BKT,58,2006,2006
2021001937,BKT,2,2009,2009
2021001938,BKT,66,2000,2006
2021001977,BKT,13,2000,2000
2021002009,BKT,149,1997,2006
2021002046,BKT,0,NA,NA
2021002057,BKT,54,2006,2006
2021002092,BKT,0,NA,NA
2021002105,BKT,0,NA,NA
2021002110,BKT,1,2000,2000
2021002119,BKT,16,2009,2009
2021002137,BKT,20,2000,2000
2021002164,BKT,4,2006,2008
2021002174,BKT,96,2006,2006
2021002192,BKT,81,1997,1999
2021002195,BKT,0,NA,NA
2021002218,BKT,1,2006,2006
2021002224,BKT,0,NA,NA
2021002246,BKT,0,NA,NA
2021002247,BKT,0,NA,NA
2021002269,BKT,14,1995,2006
2021002280,BKT,4,2001,2001
2021002293,BKT,0,NA,NA
2021002388,BKT,121,1995,1995
2021002391,BKT,4,2007,2007
2021002401,BKT,0,NA,NA
2021002402,BKT,0,NA,NA
2021002419,BKT,0,NA,NA
2021002483,BKT,39,1992,1992
2021002519,BKT,0,NA,NA
2021002523,BKT,9,2008,2008
2021002535,BKT,0,NA,NA
2021002539,BKT,201,2001,2006
2021002546,BKT,0,NA,NA
2021002554,BKT,36,1998,1999
2021002560,BKT,0,NA,NA
2021002574,BKT,29,1995,2008
2021002578,BKT,0,NA,NA
2021002582,BKT,22,2008,2008
2021002601,BKT,300,1992,1999
2021002608,BKT,56,2008,2008
2021002627,BKT,76,1995,2000
2021002669,BKT,28,1995,1995
2021002706,BKT,0,NA,NA
2021002747,BKT,96,1997,1997
2021002772,BKT,2,2006,2006
2021002801,BKT,2,2007,2007
2021002827,BKT,8,2007,2007
2021002898,BKT,0,NA,NA
2021002907,BKT,267,1996,2000
2021002977,BKT,0,NA,NA
2021003005,BKT,0,NA,NA
2021003044,BKT,84,2010,2010
2021003078,BKT,0,NA,NA
2021003079,BKT,0,NA,NA
2021003091,BKT,0,NA,NA
2021003095,BKT,1,1991,1991
2021003170,BKT,0,NA,NA
2021003212,BKT,0,NA,NA
2021003232,BKT,20,2009,2009
2021003234,BKT,418,1991,2009
2021003239,BKT,645,1991,2000
2021003258,BKT,21,1996,1996
2021003270,BKT,7,2009,2009
2021003308,BKT,241,1995,2008
2021003332,BKT,0,NA,NA
2021003363,BKT,0,NA,NA
2021003378,BKT,1,2006,2006
2021003400,BKT,10,2004,2004
2021003426,BKT,0,NA,NA
2021003477,BKT,18,2006,2006
2021003480,BKT,0,NA,NA
2021003483,BKT,0,NA,NA
2021003502,BKT,0,NA,NA
2021003520,BKT,0,NA,NA
2021003563,BKT,1,1997,1997
2021003600,BKT,152,1998,1998
2021003628,BKT,0,NA,NA
2021003635,BKT,8,2009,2010
2021003660,BKT,0,NA,NA
2021003663,BKT,0,NA,NA
2021003674,BKT,0,NA,NA
2021003686,BKT,0,NA,NA
2021003699,BKT,67,2002,2002
2021003727,BKT,2,2003,2003
2021003756,BKT,6,2000,2000
2021003801,BKT,23,1992,2001
2021003825,BKT,0,NA,NA
2021003832,BKT,0,NA,NA
2021003872,BKT,76,1996,1996
2021003927,BKT,0,NA,NA
2021003945,BKT,0,NA,NA
2021003947,BKT,43,1996,1996
2021003970,BKT,55,1995,2004
2021003995,BKT,20,1997,1997
2021004014,BKT,142,1996,2009
2021004041,BKT,16,2009,2009
2021004043,BKT,0,NA,NA
2021004052,BKT,0,NA,NA
2021004057,BKT,0,NA,NA
2021004083,BKT,8,1995,1995
2021004090,BKT,25,1992,1992
2021004102,BKT,0,NA,NA
2021004172,BKT,0,NA,NA
2021004174,BKT,0,NA,NA
2021004177,BKT,1,1994,1994
2021004192,BKT,0,NA,NA
2021004203,BKT,0,NA,NA
2021004224,BKT,109,1996,1996
2021004237,BKT,0,NA,NA
2021004256,BKT,0,NA,NA
2021004274,BKT,1,1998,1998
2021004328,BKT,26,2000,2009
2021004381,BKT,177,2006,2009
2021004385,BKT,99,2002,2002
2021004390,BKT,0,NA,NA
2021004393,BKT,0,NA,NA
2021004396,BKT,171,1996,1996
2021004430,BKT,0,NA,NA
2021004442,BKT,0,NA,NA
2021004450,BKT,0,NA,NA
2021004512,BKT,2,2000,2000
2021004539,BKT,0,NA,NA
2021004553,BKT,0,NA,NA
2021004603,BKT,0,NA,NA
2021004633,BKT,400,1997,2002
2021004652,BKT,194,2004,2004
2021004666,BKT,0,NA,NA
2021004693,BKT,0,NA,NA
2021004727,BKT,1,2000,2000
2021004739,BKT,0,NA,NA
2021004742,BKT,0,NA,NA
2021004745,BKT,0,NA,NA
2021004750,BKT,0,NA,NA
2021004777,BKT,0,NA,NA
2021004821,BKT,16,2006,2006
2021004853,BKT,3,1999,1999
2021004900,BKT,0,NA,NA
2021004909,BKT,0,NA,NA
2021004921,BKT,0,NA,NA
2021004967,BKT,0,NA,NA
2021005016,BKT,0,NA,NA
2021005025,BKT,0,NA,NA
2021005038,BKT,5,1991,1991
2021005040,BKT,42,1993,1993
2021005108,BKT,19,2006,2006
2021005123,BKT,0,NA,NA
2021005176,BKT,0,NA,NA
2021005198,BKT,0,NA,NA
2021005213,BKT,37,2003,2010
2021005214,BKT,43,2000,2009
2021005215,BKT,0,NA,NA
2021005249,BKT,1,1998,1998
2021005339,BKT,18,1993,1993
2021005450,BKT,0,NA,NA
2021005452,BKT,8,2009,2009
2021005455,BKT,0,NA,NA
2021005510,BKT,0,NA,NA
2021005515,BKT,1,2001,2001
2021005516,BKT,205,2001,2001
2021005520,BKT,1,1999,1999
2021005563,BKT,0,NA,NA
2021005621,BKT,28,2002,2002
2021005660,BKT,0,NA,NA
2021005675,BKT,345,1995,2004
2021005686,BKT,0,NA,NA
2021005716,BKT,7,2010,2010
2021005747,BKT,0,NA,NA
2021005781,BKT,73,1994,1994
2021005811,BKT,39,1996,2006
2021005850,BKT,0,NA,NA
2021005854,BKT,97,1996,1996
2021005862,BKT,32,1998,2010
2021005884,BKT,0,NA,NA
2021005959,BKT,49,1998,1998
2021005972,BKT,78,2009,2009
2021005976,BKT,23,1994,1994
2021005997,BKT,106,1993,2002
2021006005,BKT,11,2003,2009
2021006013,BKT,32,2009,2009
2021006024,BKT,0,NA,NA
2021006037,BKT,0,NA,NA
2021006069,BKT,0,NA,NA
2021006078,BKT,6,1993,1993
2021006085,BKT,0,NA,NA
2021006118,BKT,1,2001,2001
2021006143,BKT,155,1998,1998
2021006163,BKT,3,2010,2010
2021006169,BKT,1973,1992,2010
2021006197,BKT,1,2004,2004
2021006256,BKT,0,NA,NA
2021006259,BKT,3,2000,2000
2021006272,BKT,0,NA,NA
2021006277,BKT,292,1997,2003
2021006278,BKT,0,NA,NA
2021006284,BKT,0,NA,NA
2021006285,BKT,0,NA,NA
2021006286,BKT,172,1993,1993
2021006320,BKT,1,1999,1999
2021006322,BKT,1,2000,2000
2021006328,BKT,325,1998,1999
2021006329,BKT,0,NA,NA
2021006337,BKT,96,1998,1998
2021006354,BKT,1,1993,1993
2021006355,BKT,0,NA,NA
2021006362,BKT,54,2009,2009
2021006364,BKT,0,NA,NA
2021006411,BKT,176,1999,1999
2021006419,BKT,0,NA,NA
2021006452,BKT,87,1999,1999
2021006490,BKT,0,NA,NA
2021006515,BKT,1,2005,2005
2021006529,BKT,5,2009,2009
2021006612,BKT,0,NA,NA
2021006631,BKT,0,NA,NA
2021006641,BKT,4,1997,1997
2021006645,BKT,93,1998,2006
2021006648,BKT,1016,1994,2002
2021006651,BKT,0,NA,NA
2021006666,BKT,0,NA,NA
2021006672,BKT,4,2000,2000
2021006676,BKT,0,NA,NA
2021006677,BKT,0,NA,NA
2021006715,BKT,15,2000,2009
2021006725,BKT,0,NA,NA
2021006731,BKT,34,2010,2010
2021006741,BKT,6,2009,2010
2021006757,BKT,0,NA,NA
2021006776,BKT,2,1996,1996
2021006836,BKT,21,2010,2010
2021006842,BKT,0,NA,NA
2021006849,BKT,0,NA,NA
2021006852,BKT,53,2000,2000
2021006872,BKT,0,NA,NA
2021006877,BKT,0,NA,NA
2021006878,BKT,111,1998,2004
2021006885,BKT,231,2008,2009
2021006889,BKT,0,NA,NA
2021006899,BKT,0,NA,NA
2021006948,BKT,137,1991,1991
2021006962,BKT,0,NA,NA
2021006972,BKT,0,NA,NA
2021006978,BKT,2,2000,2000
2021006980,BKT,27,2010,2010
2021007005,BKT,7,2010,2010
2021007015,BKT,0,NA,NA
2021007018,BKT,0,NA,NA
2021007021,BKT,0,NA,NA
2021007037,BKT,0,NA,NA
2021007046,BKT,14,2006,2007
2021007074,BKT,15,2010,2010
2021007107,BKT,0,NA,NA
2021007132,BKT,0,NA,NA
2021007161,BKT,2250,1991,2008
2021007175,BKT,50,2000,2000
2021007196,BKT,0,NA,NA
2021007220,BKT,0,NA,NA
2021007297,BKT,0,NA,NA
2021007316,BKT,93,2006,2006
2021007356,BKT,0,NA,NA
2021007380,BKT,9,1998,1998
2021007390,BKT,0,NA,NA
2021007410,BKT,0,NA,NA
2021007411,BKT,0,NA,NA
2021007446,BKT,1488,1993,2006
2021007463,BKT,0,NA,NA
2021007469,BKT,0,NA,NA
2021007487,BKT,0,NA,NA
2021007497,BKT,0,NA,NA
2021007501,BKT,0,NA,NA
2021007540,BKT,0,NA,NA
2021007559,BKT,0,NA,NA
2021007577,BKT,0,NA,NA
2021007586,BKT,0,NA,NA
2021007642,BKT,0,NA,NA
2021007650,BKT,0,NA,NA
2021007698,BKT,98,1996,1996
2021007716,BKT,0,NA,NA
2021007727,BKT,1,2006,2006
2021007762,BKT,0,NA,NA
2021007768,BKT,344,2001,2008
2021007776,BKT,0,NA,NA
2021007808,BKT,0,NA,NA
2021007854,BKT,231,1997,1997
2021007888,BKT,36,2009,2009
2021007890,BKT,76,2001,2001
2021007902,BKT,2,2006,2006
2021007903,BKT,0,NA,NA
2021007953,BKT,0,NA,NA
2021007963,BKT,1,2000,2000
2021007992,BKT,0,NA,NA
2021008016,BKT,11,2010,2010
2021008063,BKT,34,1994,2010
2021008064,BKT,3,2005,2005
2021008066,BKT,0,NA,NA
2021008072,BKT,0,NA,NA
2021008086,BKT,0,NA,NA
2021008129,BKT,0,NA,NA
2021008136,BKT,246,2001,2001
2021008151,BKT,0,NA,NA
2021008179,BKT,880,2001,2008
2021008192,BKT,0,NA,NA
2021008195,BKT,0,NA,NA
2021008200,BKT,15,2004,2004
2021008243,BKT,1,1995,1995
2021008276,BKT,0,NA,NA
2021008284,BKT,0,NA,NA
2021008353,BKT,3,2000,2000
2021008361,BKT,96,2007,2007
2021008368,BKT,0,NA,NA
2021008372,BKT,48,1994,2009
2021008381,BKT,0,NA,NA
2021008382,BKT,0,NA,NA
2021008387,BKT,0,NA,NA
2021008418,BKT,47,2001,2001
2021008420,BKT,0,NA,NA
2021008442,BKT,8,2009,2009
2021008443,BKT,0,NA,NA
2021008451,BKT,34,2008,2008
2021008468,BKT,161,1997,1997
2021008480,BKT,0,NA,NA
2021008486,BKT,9,1994,1994
2021008510,BKT,14,2000,2000
2021008518,BKT,0,NA,NA
2021008560,BKT,134,2007,2007
2021008582,BKT,0,NA,NA
2021008620,BKT,0,NA,NA
2021008692,BKT,249,1993,1995
2021008699,BKT,0,NA,NA
2021008734,BKT,0,NA,NA
2021008737,BKT,20,2001,2001
2021008752,BKT,0,NA,NA
2021008777,BKT,397,2001,2001
2021008793,BKT,0,NA,NA
2021008807,BKT,18,2000,2000
2021008861,BKT,0,NA,NA
2021008865,BKT,0,NA,NA
2021008869,BKT,0,NA,NA
2021008872,BKT,0,NA,NA
2021008873,BKT,0,NA,NA
2021008952,BKT,13,2001,2001
2021008983,BKT,2,2010,2010
2021008996,BKT,9,2008,2008
2021009056,BKT,0,NA,NA
2021009082,BKT,0,NA,NA
2021009084,BKT,20,2000,2000
2021009193,BKT,0,NA,NA
2021009261,BKT,0,NA,NA
2021009276,BKT,0,NA,NA
2021009282,BKT,0,NA,NA
2021009302,BKT,0,NA,NA
2021009335,BKT,0,NA,NA
2021009350,BKT,0,NA,NA
2021009400,BKT,0,NA,NA
2021009438,BKT,10,2000,2000
2021009440,BKT,708,1991,1998
2021009461,BKT,0,NA,NA
2021009486,BKT,4,2000,2000
2021009487,BKT,0,NA,NA
2021009489,BKT,12,2009,2009
2021009505,BKT,127,1999,1999
2021009519,BKT,170,1998,1999
2021009537,BKT,0,NA,NA
2021009631,BKT,47,2000,2000
2021009668,BKT,0,NA,NA
2021009883,BKT,42,2000,2000
2021009888,BKT,0,NA,NA
2021009895,BKT,1,2001,2001
2021009903,BKT,123,1992,1992
2021009968,BKT,33,1992,1992
2021009997,BKT,7,2009,2009
2021010099,BKT,0,NA,NA
2021010131,BKT,77,1998,1998
2021010200,BKT,55,2010,2010
2021010279,BKT,59,2010,2010
2021010309,BKT,0,NA,NA
2021010344,BKT,16,2000,2000
2021010359,BKT,0,NA,NA
2021010379,BKT,17,2000,2000
2021010394,BKT,0,NA,NA
2021010490,BKT,0,NA,NA
2021010491,BKT,0,NA,NA
2021010530,BKT,0,NA,NA
2021010567,BKT,386,2001,2010
2021010620,BKT,19,2000,2000
2021010629,BKT,173,2001,2001
2021010633,BKT,8,2009,2010
2021010656,BKT,0,NA,NA
2021010718,BKT,7,2009,2009
2021010724,BKT,0,NA,NA
2021010767,BKT,360,1992,2001
2021010837,BKT,0,NA,NA
2021010843,BKT,38,1992,1992
2021010846,BKT,1,2009,2009
2021010906,BKT,0,NA,NA
2021010959,BKT,1,2006,2006
2021011007,BKT,30,2009,2009
2021011020,BKT,0,NA,NA
2021011034,BKT,146,1992,2004
2021011037,BKT,152,2001,2001
2021011106,BKT,0,NA,NA
2021011108,BKT,0,NA,NA
2021011128,BKT,1,2009,2009
2021011162,BKT,131,2001,2001
2021011174,BKT,95,1997,1997
2021011215,BKT,0,NA,NA
2021011216,BKT,0,NA,NA
2021011283,BKT,188,1999,1999
2021011287,BKT,0,NA,NA
2021011293,BKT,62,1993,1993
2021011294,BKT,147,2001,2010
2021011320,BKT,0,NA,NA
2021011368,BKT,1,1997,1997
2021011407,BKT,0,NA,NA
2021011409,BKT,0,NA,NA
2021011410,BKT,0,NA,NA
2021011440,BKT,0,NA,NA
2021011449,BKT,0,NA,NA
2021011452,BKT,0,NA,NA
2021011458,BKT,3,1998,1998
2021011495,BKT,2,2010,2010
2021011507,BKT,0,NA,NA
2021011523,BKT,73,1995,1995
2021011526,BKT,0,NA,NA
2021011593,BKT,0,NA,NA
2021011671,BKT,0,NA,NA
2021011680,BKT,9,2008,2008
2021011683,BKT,0,NA,NA
2021011718,BKT,0,NA,NA
2021011728,BKT,0,NA,NA
2021011739,BKT,117,1992,2001
2021011748,BKT,0,NA,NA
2021011764,BKT,2,1996,1996
2021011791,BKT,0,NA,NA
2021011803,BKT,6,2006,2006
2021011804,BKT,89,2004,2004
2021011830,BKT,0,NA,NA
2021011837,BKT,0,NA,NA
2021011838,BKT,2,2006,2006
2021011852,BKT,0,NA,NA
2021011858,BKT,0,NA,NA
2021011867,BKT,14,1996,1996
2021011951,BKT,0,NA,NA
2021011991,BKT,11,1999,1999
2021012000,BKT,1,2009,2009
2021012006,BKT,17,1993,1993
2021012051,BKT,218,1999,2010
2021012066,BKT,0,NA,NA
2021012102,BKT,405,1995,2010
2021012125,BKT,900,1997,2009
2021012130,BKT,0,NA,NA
2021012140,BKT,5,2006,2006
2021012147,BKT,0,NA,NA
2021012159,BKT,0,NA,NA
2021012169,BKT,0,NA,NA
2021012171,BKT,0,NA,NA
2021012211,BKT,0,NA,NA
2021012225,BKT,33,1995,1995
2021012240,BKT,0,NA,NA
2021012252,BKT,81,1997,1997
2021012264,BKT,0,NA,NA
2021012288,BKT,0,NA,NA
2021012310,BKT,4,2006,2006
2021012334,BKT,1,2005,2005
2021012336,BKT,10,1999,1999
2021012360,BKT,34,2006,2006
2021012382,BKT,0,NA,NA
2021012383,BKT,0,NA,NA
2021012400,BKT,0,NA,NA
2021012407,BKT,87,1995,1995
2021012409,BKT,5,1995,1995
2021012417,BKT,0,NA,NA
2021012421,BKT,0,NA,NA
2021012502,BKT,537,1997,2009
2021012514,BKT,0,NA,NA
2021012515,BKT,0,NA,NA
2021012521,BKT,0,NA,NA
2021012535,BKT,72,1995,2010
2021012547,BKT,0,NA,NA
2021012550,BKT,0,NA,NA
2021012560,BKT,0,NA,NA
2021012575,BKT,15,2007,2007
2021012607,BKT,11,1993,1993
2021012628,BKT,45,1993,1993
2021012632,BKT,64,2005,2005
2021012646,BKT,0,NA,NA
2021012667,BKT,0,NA,NA
2021012676,BKT,0,NA,NA
2021012678,BKT,0,NA,NA
2021012708,BKT,0,NA,NA
2021012732,BKT,0,NA,NA
2021012751,BKT,2,1996,1996
2021012795,BKT,1,2004,2004
2021012807,BKT,0,NA,NA
2021012817,BKT,79,1994,1994
2021012820,BKT,0,NA,NA
2021012823,BKT,11,1993,1993
2021012826,BKT,0,NA,NA
2021012831,BKT,0,NA,NA
2021012840,BKT,0,NA,NA
2021012860,BKT,13,1993,1993
2021012867,BKT,0,NA,NA
2021012879,BKT,0,NA,NA
2021012880,BKT,0,NA,NA
2021012912,BKT,0,NA,NA
2021012921,BKT,0,NA,NA
2021012929,BKT,0,NA,NA
2021012930,BKT,0,NA,NA
2021012947,BKT,0,NA,NA
2021013007,BKT,0,NA,NA
2021013067,BKT,0,NA,NA
2021013108,BKT,0,NA,NA
2021013130,BKT,0,NA,NA
2021013143,BKT,0,NA,NA
2021013160,BKT,0,NA,NA
2021013186,BKT,6,1994,1997
2021013236,BKT,79,1993,1999
2021013258,BKT,0,NA,NA
2021013269,BKT,0,NA,NA
2021013273,BKT,7,1994,1994
2021013380,BKT,0,NA,NA
2021013458,BKT,0,NA,NA
2021013487,BKT,113,2010,2010
2021013506,BKT,0,NA,NA
2021013512,BKT,7,2008,2008
2021013562,BKT,0,NA,NA
2021013571,BKT,0,NA,NA
2021013585,BKT,0,NA,NA
2021013626,BKT,0,NA,NA
2021013639,BKT,0,NA,NA
2021013665,BKT,0,NA,NA
2021013666,BKT,0,NA,NA
2021013672,BKT,103,2000,2000
